text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,emoji_count,emoticon_count,punct_count,char_count,text_clean,text_nostop
"La bibliothèque universitaire, autrefois sanctuaire de connaissance, est devenue le théâtre de mes batailles intérieures contre l'autodépréciation constante.",19,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,157,la bibliothèque universitaire autrefois sanctuaire de connaissance est devenue le théâtre de mes batailles intérieures contre l autodépréciation constante,bibliothèque universitaire autrefois sanctuaire connaissance devenue théâtre batailles intérieures contre autodépréciation constante
"Dans mes dissertations, j'explore les théories psychologiques, pendant que mon esprit s'égare dans les abysses de la culpabilité existentielle.",21,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,143,dans mes dissertations j explore les théories psychologiques pendant que mon esprit s égare dans les abysses de la culpabilité existentielle,dissertations explore théories psychologiques pendant esprit égare abysses culpabilité existentielle
Les paradigmes théoriques que j'étudie semblent insignifiants face à l'intensité de ma détresse émotionnelle quotidienne.,17,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,9-15 words,0,0,3,121,les paradigmes théoriques que j étudie semblent insignifiants face à l intensité de ma détresse émotionnelle quotidienne,paradigmes théoriques étudie semblent insignifiants face intensité détresse émotionnelle quotidienne
Chaque accomplissement académique est terni par une voix intérieure qui me rappelle mon inadéquation présumée et mes échecs imaginaires.,19,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,1,136,chaque accomplissement académique est terni par une voix intérieure qui me rappelle mon inadéquation présumée et mes échecs imaginaires,accomplissement académique terni voix intérieure rappelle inadéquation présumée échecs imaginaires
"Ma méthodologie de recherche est impeccable, mais je ne peux pas appliquer la même rigueur analytique pour échapper à mes pensées autodestructrices.",22,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,148,ma méthodologie de recherche est impeccable mais je ne peux pas appliquer la même rigueur analytique pour échapper à mes pensées autodestructrices,méthodologie recherche impeccable peux appliquer rigueur analytique échapper pensées autodestructrices
Les théories que j'étudie sur l'estime de soi deviennent des miroirs cruels reflétant mes propres luttes intérieures.,19,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,117,les théories que j étudie sur l estime de soi deviennent des miroirs cruels reflétant mes propres luttes intérieures,théories étudie estime deviennent miroirs cruels reflétant propres luttes intérieures
"Dans mes travaux dirigés, je dissèque les mécanismes de la dépression, tout en succombant silencieusement à ses griffes implacables.",19,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,132,dans mes travaux dirigés je dissèque les mécanismes de la dépression tout en succombant silencieusement à ses griffes implacables,travaux dirigés dissèque mécanismes dépression succombant silencieusement griffes implacables
"L'amphithéâtre est rempli d'étudiants, pourtant je me sens isolée dans ma bulle de désespoir et d'autocritique permanente.",20,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,122,l amphithéâtre est rempli d étudiants pourtant je me sens isolée dans ma bulle de désespoir et d autocritique permanente,amphithéâtre rempli étudiants pourtant sens isolée bulle désespoir autocritique permanente
"Mes notes excellentes masquent une vérité douloureuse: je me sens comme une fraude académique, indigne de reconnaissance ou de respect.",20,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,135,mes notes excellentes masquent une vérité douloureuse je me sens comme une fraude académique indigne de reconnaissance ou de respect,notes excellentes masquent vérité douloureuse sens fraude académique indigne reconnaissance respect
La rigueur scientifique de mes études contraste avec le chaos émotionnel qui règne dans mon esprit tourmenté.,17,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,1,109,la rigueur scientifique de mes études contraste avec le chaos émotionnel qui règne dans mon esprit tourmenté,rigueur scientifique études contraste chaos émotionnel règne esprit tourmenté
Les concepts philosophiques que j'étudie semblent vides de sens face à l'abîme de ma propre existence troublée.,19,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,111,les concepts philosophiques que j étudie semblent vides de sens face à l abîme de ma propre existence troublée,concepts philosophiques étudie semblent vides sens face abîme propre existence troublée
"Dans mes séminaires, je débats brillamment, mais intérieurement, je suis paralysée par une anxiété et une culpabilité écrasantes.",18,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,129,dans mes séminaires je débats brillamment mais intérieurement je suis paralysée par une anxiété et une culpabilité écrasantes,séminaires débats brillamment intérieurement paralysée anxiété culpabilité écrasantes
Mes recherches sur la résilience psychologique semblent dérisoires quand je lutte pour trouver une raison de continuer.,17,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,1,119,mes recherches sur la résilience psychologique semblent dérisoires quand je lutte pour trouver une raison de continuer,recherches résilience psychologique semblent dérisoires lutte trouver raison continuer
L'excellence académique ne peut pas combler le vide existentiel qui grandit chaque jour dans mon âme tourmentée.,18,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,112,l excellence académique ne peut pas combler le vide existentiel qui grandit chaque jour dans mon âme tourmentée,excellence académique combler vide existentiel grandit jour âme tourmentée
Les théories comportementales que j'étudie n'offrent aucun réconfort face à ma propre fragmentation psychologique.,16,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,9-15 words,0,0,3,114,les théories comportementales que j étudie n offrent aucun réconfort face à ma propre fragmentation psychologique,théories comportementales étudie offrent réconfort face propre fragmentation psychologique
"Dans mes exposés, je parle de guérison pendant que mon esprit s'enfonce dans des spirales d'autodestruction.",18,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,108,dans mes exposés je parle de guérison pendant que mon esprit s enfonce dans des spirales d autodestruction,exposés parle guérison pendant esprit enfonce spirales autodestruction
La validation académique ne peut pas effacer le sentiment profond d'inadéquation qui me consume quotidiennement.,16,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,9-15 words,0,0,2,112,la validation académique ne peut pas effacer le sentiment profond d inadéquation qui me consume quotidiennement,validation académique effacer sentiment profond inadéquation consume quotidiennement
Mes études en psychologie me donnent le vocabulaire parfait pour décrire ma descente dans les abîmes de la dépression.,19,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,1,118,mes études en psychologie me donnent le vocabulaire parfait pour décrire ma descente dans les abîmes de la dépression,études psychologie donnent vocabulaire parfait décrire descente abîmes dépression
"Le paradoxe de ma situation: je comprends parfaitement les mécanismes de la dépression, mais je reste impuissante face à elle.",20,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,126,le paradoxe de ma situation je comprends parfaitement les mécanismes de la dépression mais je reste impuissante face à elle,paradoxe situation comprends parfaitement mécanismes dépression reste impuissante face
Les discussions théoriques sur la santé mentale en cours ne font que souligner mon incapacité à gérer mes propres démons.,20,French,Self-Reflection/Growth,teenager (13-19),university student,highly formal academic,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,1,121,les discussions théoriques sur la santé mentale en cours ne font que souligner mon incapacité à gérer mes propres démons,discussions théoriques santé mentale cours souligner incapacité gérer propres démons
"Je me sens comme un imposteur dans ma propre vie. Chaque jour est une performance où je prétends être normale, mais à l'intérieur, je suis vide.",27,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,144,je me sens comme un imposteur dans ma propre vie chaque jour est une performance où je prétends être normale mais à l intérieur je suis vide,sens imposteur propre vie jour performance prétends normale intérieur vide
L'autodestruction devient une forme de punition que je m'inflige. Je me convaincs que je mérite cette souffrance quotidienne.,20,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,125,l autodestruction devient une forme de punition que je m inflige je me convaincs que je mérite cette souffrance quotidienne,autodestruction devient forme punition inflige convaincs mérite souffrance quotidienne
"Les moments de lucidité sont les plus douloureux. Je réalise combien j'ai déçu tout le monde, surtout moi-même.",19,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,111,les moments de lucidité sont les plus douloureux je réalise combien j ai déçu tout le monde surtout moimême,moments lucidité plus douloureux réalise combien déçu monde surtout moimême
"Parfois, je me regarde dans le miroir et je ne reconnais plus la personne que je vois. Cette étrangère me fixe avec des yeux vides.",25,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,131,parfois je me regarde dans le miroir et je ne reconnais plus la personne que je vois cette étrangère me fixe avec des yeux vides,parfois regarde miroir reconnais plus étrangère fixe yeux vides
Je porte un masque de normalité si lourd qu'il m'étouffe. Chaque sourire forcé creuse un peu plus le gouffre en moi.,23,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,116,je porte un masque de normalité si lourd qu il m étouffe chaque sourire forcé creuse un peu plus le gouffre en moi,porte masque normalité lourd étouffe sourire forcé creuse plus gouffre
La culpabilité me ronge comme un acide. Même les gestes les plus simples deviennent des sources de remords infinis.,19,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,115,la culpabilité me ronge comme un acide même les gestes les plus simples deviennent des sources de remords infinis,culpabilité ronge acide gestes plus simples deviennent sources remords infinis
"Je voudrais disparaître sans bruit, comme une ombre qui s'efface. Ma présence semble être un fardeau pour tous.",19,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,111,je voudrais disparaître sans bruit comme une ombre qui s efface ma présence semble être un fardeau pour tous,voudrais disparaître bruit ombre efface présence semble fardeau
"Mes pensées tournent en boucle, m'accusant de chaque échec, de chaque erreur. Je suis mon propre bourreau.",18,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,106,mes pensées tournent en boucle m accusant de chaque échec de chaque erreur je suis mon propre bourreau,pensées tournent boucle accusant échec erreur propre bourreau
"Le monde continue d'avancer, mais je reste figée dans ma honte. Chaque jour ressemble à une éternité de reproches.",20,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,114,le monde continue d avancer mais je reste figée dans ma honte chaque jour ressemble à une éternité de reproches,monde continue avancer reste figée honte jour ressemble éternité reproches
"Je me sens comme une bibliothèque en flammes. Tout ce que j'étais, tout ce que je pourrais être, part en fumée.",22,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,111,je me sens comme une bibliothèque en flammes tout ce que j étais tout ce que je pourrais être part en fumée,sens bibliothèque flammes pourrais part fumée
"Les nuits sont les plus cruelles. Mes démons intérieurs dansent autour de moi, me rappelant chaque erreur passée.",18,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,113,les nuits sont les plus cruelles mes démons intérieurs dansent autour de moi me rappelant chaque erreur passée,nuits plus cruelles démons intérieurs dansent autour rappelant erreur passée
"Je cherche désespérément une raison de continuer, mais mon esprit ne trouve que des arguments pour abandonner.",17,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,110,je cherche désespérément une raison de continuer mais mon esprit ne trouve que des arguments pour abandonner,cherche désespérément raison continuer esprit trouve arguments abandonner
"La solitude est devenue ma seule compagne fidèle. Même entourée, je me sens comme une île perdue dans l'océan.",20,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,110,la solitude est devenue ma seule compagne fidèle même entourée je me sens comme une île perdue dans l océan,solitude devenue seule compagne fidèle entourée sens île perdue océan
Je suis fatiguée de prétendre que tout va bien. Cette façade souriante devient de plus en plus difficile à maintenir.,20,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,117,je suis fatiguée de prétendre que tout va bien cette façade souriante devient de plus en plus difficile à maintenir,fatiguée prétendre bien façade souriante devient plus plus difficile maintenir
Chaque compliment reçu sonne comme une accusation. Comment peuvent-ils voir du bon en moi quand je n'en vois aucun?,20,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,115,chaque compliment reçu sonne comme une accusation comment peuventils voir du bon en moi quand je n en vois aucun,compliment reçu sonne accusation peuventils voir
Le poids de mes regrets m'écrase un peu plus chaque jour. Je me noie dans un océan de 'si seulement'.,21,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,101,le poids de mes regrets m écrase un peu plus chaque jour je me noie dans un océan de si seulement,poids regrets écrase plus jour noie océan
"Je voudrais pouvoir effacer mon existence, comme on efface une erreur sur une page. Recommencer à zéro, ailleurs.",18,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,113,je voudrais pouvoir effacer mon existence comme on efface une erreur sur une page recommencer à zéro ailleurs,voudrais pouvoir effacer existence efface erreur page recommencer zéro ailleurs
"Ma vie ressemble à une pièce de théâtre tragique où je joue tous les rôles, mais ne maîtrise aucun.",19,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,99,ma vie ressemble à une pièce de théâtre tragique où je joue tous les rôles mais ne maîtrise aucun,vie ressemble pièce théâtre tragique joue rôles maîtrise
"Les moments de joie sont devenus suspects. Je les examine sous toutes les coutures, attendant la chute inévitable.",18,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,114,les moments de joie sont devenus suspects je les examine sous toutes les coutures attendant la chute inévitable,moments joie devenus suspects examine toutes coutures attendant chute inévitable
"Je me sens comme une horloge cassée. Les aiguilles tournent encore, mais le temps n'a plus de sens.",19,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,99,je me sens comme une horloge cassée les aiguilles tournent encore mais le temps n a plus de sens,sens horloge cassée aiguilles tournent temps plus sens
Chaque échec renforce ma conviction que je ne mérite pas mieux. C'est un cycle sans fin d'autodépréciation.,19,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,107,chaque échec renforce ma conviction que je ne mérite pas mieux c est un cycle sans fin d autodépréciation,échec renforce conviction mérite mieux cycle fin autodépréciation
"Je collectionne mes erreurs comme des trophées inversés, preuves tangibles de mon inadéquation au monde.",15,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,9-15 words,0,0,2,104,je collectionne mes erreurs comme des trophées inversés preuves tangibles de mon inadéquation au monde,collectionne erreurs trophées inversés preuves tangibles inadéquation monde
Le miroir me renvoie l'image d'une personne que je méprise. Comment les autres peuvent-ils supporter ma présence?,19,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,113,le miroir me renvoie l image d une personne que je méprise comment les autres peuventils supporter ma présence,miroir renvoie image méprise autres peuventils supporter présence
"Dans mes moments les plus sombres, je rêve de silence éternel. Un repos final loin de ces pensées qui me torturent.",21,French,Self-Reflection/Growth,adult (30-45),primary education,highly formal academic,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,115,dans mes moments les plus sombres je rêve de silence éternel un repos final loin de ces pensées qui me torturent,moments plus sombres rêve silence éternel repos final loin pensées torturent
Je me regarde dans le miroir et je ne reconnais plus la personne que j'étais avant. C'est comme si mon âme s'était éteinte.,26,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,123,je me regarde dans le miroir et je ne reconnais plus la personne que j étais avant c est comme si mon âme s était éteinte,regarde miroir reconnais plus âme éteinte
"Parfois, je me demande si je mérite vraiment d'être heureuse. Chaque erreur du passé me hante comme une ombre persistante.",21,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,122,parfois je me demande si je mérite vraiment d être heureuse chaque erreur du passé me hante comme une ombre persistante,parfois demande mérite vraiment heureuse erreur passé hante ombre persistante
Les jours passent et je me sens de plus en plus vide. Même les petites joies d'avant ne me touchent plus maintenant.,23,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,116,les jours passent et je me sens de plus en plus vide même les petites joies d avant ne me touchent plus maintenant,jours passent sens plus plus vide petites joies touchent plus
"C'est dur de sourire quand ton cœur est si lourd. Je fais semblant d'aller bien, mais à l'intérieur tout est gris.",24,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,114,c est dur de sourire quand ton cœur est si lourd je fais semblant d aller bien mais à l intérieur tout est gris,dur sourire cœur lourd semblant aller bien intérieur gris
"Je voudrais juste dormir et ne plus me réveiller. Pas mourir, juste disparaître un moment de ce monde qui va trop vite.",22,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,119,je voudrais juste dormir et ne plus me réveiller pas mourir juste disparaître un moment de ce monde qui va trop vite,voudrais dormir plus réveiller mourir disparaître moment monde vite
Mes pensées sont comme des nuages noirs qui ne veulent pas partir. Je cherche la lumière mais je ne la trouve plus.,22,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,115,mes pensées sont comme des nuages noirs qui ne veulent pas partir je cherche la lumière mais je ne la trouve plus,pensées nuages noirs veulent partir cherche lumière trouve plus
"J'ai l'impression d'être un poids pour tout le monde. Même quand je fais des efforts, ça ne semble jamais assez.",23,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,112,j ai l impression d être un poids pour tout le monde même quand je fais des efforts ça ne semble jamais assez,impression poids monde efforts semble jamais assez
"Je me sens comme une coquille vide qui marche sans but. Les autres vivent, moi je survis seulement.",18,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,99,je me sens comme une coquille vide qui marche sans but les autres vivent moi je survis seulement,sens coquille vide marche but autres vivent survis
"Chaque matin est une bataille pour sortir du lit. Je me force à continuer, mais je ne sais plus pourquoi.",20,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,105,chaque matin est une bataille pour sortir du lit je me force à continuer mais je ne sais plus pourquoi,matin bataille sortir lit continuer sais plus
"Les gens disent que ça va passer, mais ils ne comprennent pas que je suis prisonnière de ma propre tête.",20,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,104,les gens disent que ça va passer mais ils ne comprennent pas que je suis prisonnière de ma propre tête,gens disent passer comprennent prisonnière propre tête
Je voudrais redevenir celle que j'étais avant. Cette personne qui savait rire et profiter des petits moments.,18,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,109,je voudrais redevenir celle que j étais avant cette personne qui savait rire et profiter des petits moments,voudrais redevenir celle savait rire profiter petits moments
Même respirer devient difficile certains jours. C'est comme si mon corps oubliait comment vivre normalement.,16,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,9-15 words,0,0,3,108,même respirer devient difficile certains jours c est comme si mon corps oubliait comment vivre normalement,respirer devient difficile certains jours corps oubliait vivre normalement
"Je me sens coupable de ne pas être plus forte. Tout le monde semble gérer sa vie, sauf moi.",19,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,91,je me sens coupable de ne pas être plus forte tout le monde semble gérer sa vie sauf moi,sens coupable plus forte monde semble gérer vie sauf
C'est épuisant de faire semblant d'aller bien. Je porte un masque qui devient de plus en plus lourd.,20,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,100,c est épuisant de faire semblant d aller bien je porte un masque qui devient de plus en plus lourd,épuisant semblant aller bien porte masque devient plus plus lourd
J'ai perdu le goût des choses simples. Même les moments en famille me semblent vides de sens maintenant.,19,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,104,j ai perdu le goût des choses simples même les moments en famille me semblent vides de sens maintenant,perdu goût choses simples moments famille semblent vides sens
"Je me sens comme une actrice dans ma propre vie. Les gestes sont là, mais le cœur n'y est plus.",21,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,95,je me sens comme une actrice dans ma propre vie les gestes sont là mais le cœur n y est plus,sens actrice propre vie gestes cœur plus
Parfois je me demande si quelqu'un remarquerait vraiment si je n'étais plus là. Cette pensée me fait peur.,20,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,106,parfois je me demande si quelqu un remarquerait vraiment si je n étais plus là cette pensée me fait peur,parfois demande quelqu remarquerait vraiment plus pensée peur
Les souvenirs heureux semblent appartenir à quelqu'un d'autre. Je ne reconnais plus la personne que j'étais.,19,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,108,les souvenirs heureux semblent appartenir à quelqu un d autre je ne reconnais plus la personne que j étais,souvenirs heureux semblent appartenir quelqu reconnais plus
"Je voudrais juste sentir quelque chose, n'importe quoi. Cette numbness est comme une prison invisible.",16,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,9-15 words,0,0,4,102,je voudrais juste sentir quelque chose n importe quoi cette numbness est comme une prison invisible,voudrais sentir quelque chose importe quoi numbness prison invisible
"Chaque erreur, même minuscule, me semble être une preuve de plus que je ne vaux rien.",16,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,85,chaque erreur même minuscule me semble être une preuve de plus que je ne vaux rien,erreur minuscule semble preuve plus vaux rien
"Je me sens comme une plante qui se fane lentement. La vie s'échappe peu à peu, jour après jour.",20,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,95,je me sens comme une plante qui se fane lentement la vie s échappe peu à peu jour après jour,sens plante fane lentement vie échappe jour après jour
Les autres avancent pendant que je reste figée dans le temps. C'est comme si j'étais coincée dans du béton.,21,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,107,les autres avancent pendant que je reste figée dans le temps c est comme si j étais coincée dans du béton,autres avancent pendant reste figée temps coincée béton
"Je cherche un sens à tout ça, mais les réponses me fuient. Chaque jour ressemble au précédent.",17,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,94,je cherche un sens à tout ça mais les réponses me fuient chaque jour ressemble au précédent,cherche sens réponses fuient jour ressemble précédent
Mon esprit est comme une cage dont j'ai perdu la clé. Je tourne en rond dans mes pensées sombres.,20,French,Self-Reflection/Growth,middle-aged (46-60),primary education,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,97,mon esprit est comme une cage dont j ai perdu la clé je tourne en rond dans mes pensées sombres,esprit cage dont perdu clé tourne rond pensées sombres
"Parfois, je me regarde dans le miroir et je ne reconnais plus la personne que j'étais. Cette culpabilité me ronge chaque jour davantage.",24,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,136,parfois je me regarde dans le miroir et je ne reconnais plus la personne que j étais cette culpabilité me ronge chaque jour davantage,parfois regarde miroir reconnais plus culpabilité ronge jour davantage
"Je veux tellement être la fille parfaite que ma famille mérite, mais je n'arrive qu'à les décevoir. Je me déteste pour ça.",24,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,122,je veux tellement être la fille parfaite que ma famille mérite mais je n arrive qu à les décevoir je me déteste pour ça,veux fille parfaite famille mérite arrive décevoir déteste
"Chaque matin, je me réveille avec ce poids sur la poitrine. Je me demande si je mérite vraiment d'occuper ma place dans ce monde.",25,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,129,chaque matin je me réveille avec ce poids sur la poitrine je me demande si je mérite vraiment d occuper ma place dans ce monde,matin réveille poids poitrine demande mérite vraiment occuper place monde
"Les sourires que je force sont comme des masques. Je me sens si fausse, si vide. Personne ne voit ma vraie souffrance.",22,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,118,les sourires que je force sont comme des masques je me sens si fausse si vide personne ne voit ma vraie souffrance,sourires masques sens fausse vide vraie souffrance
J'ai l'impression d'être prisonnière de mes propres pensées toxiques. Je me punis constamment pour des erreurs que je n'ai même pas commises.,26,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,141,j ai l impression d être prisonnière de mes propres pensées toxiques je me punis constamment pour des erreurs que je n ai même pas commises,impression prisonnière propres pensées toxiques punis constamment erreurs commises
"Même mes réussites professionnelles semblent creuses. Je me dis toujours que je ne les mérite pas, que c'est juste de la chance.",23,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,128,même mes réussites professionnelles semblent creuses je me dis toujours que je ne les mérite pas que c est juste de la chance,réussites professionnelles semblent creuses dis toujours mérite chance
