text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category
"Je collectionne les 'ça va aller' comme des mensonges réconfortants, sachant que personne ne voit l'ouragan en moi.",18,French,Emotional Resilience,young adult (20-29),university student,neutral,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Mes parents pensent que c'est juste une phase, mais comment leur expliquer que chaque jour est une lutte pour survivre?",20,French,Emotional Resilience,young adult (20-29),university student,neutral,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Dans mes rêves, je suis libre de cette douleur. Le réveil est comme une nouvelle sentence à porter ce fardeau invisible.",21,French,Emotional Resilience,young adult (20-29),university student,neutral,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Dans les profondeurs de ma solitude académique, je trouve un étrange réconfort. Même entourée de pairs brillants, mon âme reste isolée dans sa quête.",24,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"La résilience n'est pas une destination mais un voyage quotidien. Chaque matin, je me bats contre ces pensées qui tentent de me submerger.",23,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Les théories philosophiques que j'étudie semblent vides face à ce vide existentiel. Pourtant, je persiste à chercher un sens dans mes lectures.",22,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Mes recherches universitaires deviennent un refuge, une échappatoire à cette douleur constante qui habite mon esprit jour après jour.",19,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"L'analyse critique que j'applique à mes études, je l'applique à ma dépression. Une méthodologie rigoureuse pour comprendre mes émotions complexes.",20,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"La bibliothèque universitaire: mon sanctuaire. Parmi les livres, je peux prétendre que tout va bien, même quand mon âme crie silencieusement.",21,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Dans mes dissertations, je dissèque les théories. Dans mon esprit, je dissèque ma douleur, cherchant une compréhension qui échappe toujours.",20,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"L'excellence académique devient mon masque, ma façade. Derrière les notes parfaites se cache un océan de doutes et de désespoir.",20,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
Le paradoxe de l'étudiant modèle: exceller dans l'analyse des émotions humaines tout en étant incapable de gérer les siennes.,19,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Chaque équation résolue est une victoire, mais pourquoi ne puis-je pas résoudre l'équation de mon propre bonheur?",17,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Les théories de la résilience que j'étudie semblent si éloignées de ma réalité quotidienne, de ce combat interne constant.",19,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Dans l'amphithéâtre bondé, je me sens plus seule que jamais. Mes pensées tourbillonnent pendant que le professeur parle.",18,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"La méthode scientifique ne peut pas expliquer cette douleur qui me consume, cette solitude qui persiste malgré ma rigueur intellectuelle.",20,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Les débats académiques me passionnent, mais le plus grand débat reste celui que je mène contre mes démons intérieurs.",19,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Entre les pages de mes manuels, je cherche des réponses. Pas seulement académiques, mais existentielles.",15,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,9-15 words
La validation académique ne comble pas ce vide. Chaque nouvelle réussite semble creuser davantage l'abîme intérieur.,16,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
Les théories psychologiques prennent un nouveau sens quand on les vit. Ma dépression devient un cas d'étude personnel.,18,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Dans mes travaux de recherche, je trouve une structure. Dans mon esprit, le chaos persiste malgré ma quête d'ordre.",19,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
L'ironie d'étudier le bonheur humain en sociologie pendant que ma propre joie s'évapore jour après jour.,16,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Les statistiques montrent que je ne suis pas seule, pourtant cette solitude académique semble uniquement mienne.",16,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Mes notes reflètent l'excellence, mais mon âme reflète une fatigue profonde que personne ne semble voir.",16,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"La rigueur scientifique m'aide à structurer mes pensées, mais elle ne peut pas structurer mes émotions chaotiques.",17,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"Dans mes études, je cherche des certitudes. Dans mon cœur, l'incertitude règne en maître absolu.",15,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,9-15 words
Les théories de la résilience académique semblent inadéquates face à cette tempête émotionnelle qui fait rage en moi.,18,French,Emotional Resilience,teenager (13-19),university student,highly formal academic,social media post,Unhealthy,between 16 and 35 words,16-35 words
"À mon âge, je pensais avoir tout vu, mais cette douleur émotionnelle est différente. C'est comme si mon âme était emprisonnée dans un corps qui ne me répond plus.",29,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Mes études devraient me donner un sens, mais je me sens vide. Chaque jour est un combat pour simplement exister dans ce monde qui continue sans moi.",27,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Je regarde les autres étudiants vivre leur vie, pendant que je reste figée dans cette brume émotionnelle qui m'étouffe chaque jour davantage.",22,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Même avec toute ma sagesse accumulée, je ne trouve plus les réponses. La solitude est devenue ma seule compagne fidèle dans ce voyage sombre.",24,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
Les livres ne peuvent plus me sauver maintenant. Cette dépression a créé un mur entre moi et ma passion pour l'apprentissage.,21,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
Je me demande si mes années d'expérience ont un sens quand je ne peux même pas gérer mes propres émotions. Tout semble si futile maintenant.,25,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Dans l'amphithéâtre, je suis invisible. Un fantôme parmi les vivants, cherchant désespérément à ressentir quelque chose, n'importe quoi.",18,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Mes petits-enfants me regardent, mais je ne peux plus être la grand-mère qu'ils méritent. Cette obscurité m'a volé même cela.",20,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
Les médicaments ne soulagent pas cette douleur existentielle. À quoi bon continuer quand chaque réveil est une nouvelle torture?,19,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"J'ai vécu tant d'années, mais je n'ai jamais ressenti un tel vide. C'est comme si mon essence même s'évaporait jour après jour.",22,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
Les cours me semblent si lointains maintenant. Comment puis-je me concentrer quand mon esprit est constamment envahi par ces pensées noires?,21,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"La sagesse de l'âge devrait m'aider, mais je me sens plus perdue que jamais. Chaque jour est un nouveau combat contre moi-même.",22,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Je souris aux autres étudiants, mais à l'intérieur, je hurle. Cette dualité me déchire un peu plus chaque jour qui passe.",21,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Même avec toutes mes années d'expérience, je ne trouve plus la force de continuer. Le monde semble si hostile, si froid.",21,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Les examens approchent, mais comment étudier quand chaque respiration est une lutte? Cette dépression consume toute mon énergie.",18,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
Je regarde mon reflet et je ne me reconnais plus. Où est passée cette femme forte qui a traversé tant d'épreuves?,21,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Dans la bibliothèque universitaire, je me perds dans mes pensées sombres. Les mots sur les pages deviennent flous, sans signification.",20,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"L'âge m'a donné la patience, mais pas la force de combattre ces démons intérieurs qui me tourmentent sans relâche.",19,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Je devrais être fière de reprendre mes études à mon âge, mais je ne ressens que du vide et de la honte.",22,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Les jeunes étudiants me respectent pour mon courage, mais ils ne voient pas la tempête qui fait rage en moi.",20,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Chaque matin, je me force à me lever, à continuer, mais pourquoi? Cette question me hante de plus en plus.",20,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"La solitude est plus profonde maintenant. Même entourée d'étudiants, je me sens comme une étrangère dans ma propre vie.",19,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Je pensais que l'éducation me sauverait de ce gouffre, mais elle ne fait que souligner mon inadéquation profonde.",18,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Les années m'ont appris la patience, mais cette douleur émotionnelle est au-delà de tout ce que j'ai pu endurer avant.",20,French,Emotional Resilience,elderly (60+),university student,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words
"Parfois je me regarde dans le miroir et je ne reconnais plus la personne que j'étais avant. Tout est devenu si flou, si distant.",24,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Je voudrais juste retrouver un peu de joie, comme avant. Même le soleil semble avoir perdu ses couleurs maintenant.",19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
Les autres ne comprennent pas pourquoi je ne peux pas simplement 'être heureuse'. Si seulement c'était aussi simple.,18,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Chaque matin est une bataille pour sortir du lit. Mon corps est lourd, mon esprit est vide, mais je dois continuer.",21,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
J'écris dans ce journal parce que personne d'autre ne peut vraiment comprendre ce vide qui me ronge de l'intérieur.,19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Même entourée de ma famille, je me sens seule. C'est comme si un mur invisible me séparait du reste du monde.",21,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Les médicaments aident un peu, mais ils ne peuvent pas guérir cette solitude qui me suit partout comme une ombre.",20,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Je fais semblant d'aller bien pour les autres, mais à l'intérieur, c'est comme si tout s'écroulait petit à petit.",19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Aujourd'hui, j'ai réussi à sourire. Un vrai sourire. Ça faisait longtemps. Peut-être qu'il y a encore de l'espoir.",18,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"La nuit est la plus difficile. Les pensées sombres reviennent, et je dois lutter pour ne pas me laisser submerger.",20,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
Je me demande si un jour je retrouverai la force d'être moi-même. Cette dépression m'a volé mon identité.,18,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Certains jours, je me sens comme une actrice dans ma propre vie, jouant un rôle pour que les autres ne s'inquiètent pas.",22,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Le plus dur, c'est de voir la peine dans les yeux de mes proches. Je voudrais tellement ne plus leur faire de mal.",23,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Je cherche la lumière au bout du tunnel, mais parfois j'ai l'impression que le tunnel n'a pas de fin.",19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
C'est épuisant de faire semblant d'être normale. Chaque conversation est un effort immense.,13,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,9-15 words
Les souvenirs heureux semblent appartenir à quelqu'un d'autre maintenant. Comme un film que j'aurais vu il y a longtemps.,19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
Je me bats chaque jour contre ces pensées noires qui me disent que je ne vaux rien.,17,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Même les choses simples sont devenues difficiles. Faire les courses, téléphoner, tout demande tellement d'énergie.",15,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,9-15 words
"Je voudrais juste une journée sans cette brume dans ma tête, une journée où tout serait clair comme avant.",19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Les gens disent que ça va passer, mais ils ne savent pas à quel point c'est profond, à quel point ça fait mal.",23,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Je garde ce journal comme une bouée de sauvetage, pour me rappeler que mes sentiments sont réels.",17,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Parfois je me demande si je mérite d'être aimée. La dépression me fait douter de tout, même de ça.",19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"C'est comme si j'étais prisonnière de mon propre esprit, cherchant désespérément une sortie.",13,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,9-15 words
"Je sais que je dois continuer, pour ma famille, mais certains jours, c'est tellement difficile de trouver la force.",19,French,Emotional Resilience,middle-aged (46-60),primary education,casual,diary entry,Unhealthy,between 16 and 35 words,16-35 words
"Parfois, je me sens comme une actrice dans ma propre vie. Je souris, je ris, je fais semblant que tout va bien. Mais à l'intérieur, c'est le vide total. C'est épuisant de porter ce masque chaque jour, de prétendre être normale quand je me sens si brisée.",47,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,36-60 words
"J'ai l'impression d'être enfermée dans une boîte en verre. Je peux voir les autres vivre leur vie, mais je ne peux pas les rejoindre. Je frappe contre les parois, mais personne ne m'entend. C'est comme être invisible dans une foule.",40,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,36-60 words
"Les études devraient me passionner, mais je n'arrive même plus à me concentrer. Chaque lecture est un combat, chaque devoir une montagne. Je me demande si je mérite vraiment d'être à l'université. Tout semble si insurmontable.",36,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,36-60 words
"Cette douleur dans ma poitrine ne part jamais. C'est comme un poids de dix tonnes qui m'écrase en permanence. Je voudrais juste dormir et ne plus jamais me réveiller. Pas mourir, juste... disparaître un moment.",35,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Je regarde mes amis qui avancent dans leur vie, qui ont des projets, des rêves. Moi, je suis figée dans cette obscurité. Comment leur expliquer que même respirer devient parfois une tâche impossible?",33,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Les antidépresseurs devraient aider, mais je me sens toujours aussi vide. C'est comme si quelqu'un avait volé toutes mes émocions, tous mes désirs. Je ne reconnais plus la personne dans le miroir.",32,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Je me souviens de l'époque où j'étais heureuse, pleine de vie. Maintenant, c'est comme si cette personne était morte. Je fais son deuil chaque jour, en me demandant si je la reverrai un jour.",34,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Les nuits sont les plus difficiles. Allongée dans mon lit, je fixe le plafond pendant des heures, prisonnière de mes pensées noires. Le silence est assourdissant, et la solitude devient physiquement douloureuse.",32,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"J'essaie de me battre, vraiment. Mais chaque matin est une nouvelle guerre contre moi-même. Se lever, s'habiller, manger... des gestes simples deviennent des défis insurmontables. Je suis si fatiguée de lutter.",31,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Mes parents ne comprennent pas. Ils disent que c'est juste une phase, que je dois me ressaisir. Si seulement c'était si simple. Cette noirceur en moi est plus profonde qu'ils ne peuvent l'imaginer.",33,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Je me sens comme une petite graine enterrée trop profondément pour voir la lumière. Je voudrais pousser, fleurir, mais la terre est trop lourde. Chaque tentative de grandir m'épuise un peu plus.",32,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Parfois, je me demande si quelqu'un remarquerait mon absence. Si je disparaissais, est-ce que le monde continuerait de tourner comme si de rien n'était? Cette pensée me hante plus souvent que je ne voudrais l'admettre.",35,French,Emotional Resilience,young adult (20-29),university student,casual,forum post,Unhealthy,between 36 and 60 words,16-35 words
"Dans ma recherche doctorale, je me trouve paralysée par une profonde léthargie intellectuelle. Chaque paragraphe que j'écris semble vide de sens, comme si j'observais ma vie académique à travers un voile opaque. L'excellence que je poursuivais autrefois s'est transformée en une quête sans substance.",44,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,36-60 words
"Je vous écris avec la plus grande difficulté, chère mère. Malgré mes accomplissements universitaires, je me sens comme une imposture. La bibliothèque, autrefois mon refuge, est devenue une prison de pensées sombres où chaque livre me rappelle mon inadéquation fondamentale.",40,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,36-60 words
"L'analyse méthodique de mes émotions révèle une dichotomie troublante: extérieurement, je maintiens une façade de compétence académique, mais intérieurement, je suis submergée par un vide existentiel qui défie toute rationalisation scientifique.",31,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
"La rigueur intellectuelle qui caractérisait mes travaux s'effrite progressivement. Je me retrouve incapable de conceptualiser l'avenir, comme si mon esprit, pourtant formé à la pensée critique, refusait désormais de projeter au-delà du présent oppressant.",34,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
Les théories que j'étudie sur la résilience humaine semblent cruellement ironiques maintenant. Je me trouve dans un paradigme paradoxal où ma compréhension académique du désespoir ne fait qu'amplifier mon propre sentiment d'isolement émotionnel.,33,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
"Mes recherches sur la psychologie cognitive deviennent un miroir déformant de ma propre fragmentation mentale. Chaque jour, je lutte pour maintenir une cohérence intellectuelle pendant que mon esprit se dissout dans un brouillard de désespoir méthodique.",36,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,36-60 words
"L'environnement universitaire, jadis stimulant, est devenu un théâtre d'absurdité où je joue le rôle d'une chercheuse accomplie. Pourtant, chaque respiration est un exercice conscient, comme si l'air lui-même résistait à mes efforts d'existence.",33,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
"La dissociation entre mon identité académique et mon état émotionnel atteint des proportions insoutenables. Je poursuis mes recherches comme un automate, pendant que mon essence intérieure se désintègre dans un abîme de questionnements existentiels.",34,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
"Ma formation en méthodologie de recherche ne m'a pas préparée à cette fragmentation de l'être. Je navigue dans les corridors universitaires comme un spectre, incapable de réconcilier mon expertise théorique avec ce vide émotionnel dévorant.",35,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
"L'analyse systématique de ma condition révèle une détérioration progressive de mes mécanismes d'adaptation. Malgré ma formation avancée en sciences sociales, je me trouve incapable d'appliquer ces connaissances à ma propre désintégration psychique.",32,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
"La dichotomie entre ma productivité académique et mon effondrement intérieur devient insupportable. Chaque publication, chaque séminaire, devient un exercice de dissimulation où je masque mon anéantissement derrière un vocabulaire scientifique sophistiqué.",31,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,16-35 words
"Les cadres théoriques que j'étudie semblent maintenant dérisoires face à l'ampleur de ma détresse. Je continue mes recherches par inertie, pendant que mon esprit s'égare dans des contemplations de plus en plus sombres sur la futilité de l'existence.",38,French,Emotional Resilience,young adult (20-29),postgraduate,highly formal academic,email to family member,Unhealthy,between 36 and 60 words,36-60 words
"Parfois, je me réveille et je sens que je suis sous une cloche de verre. Je frappe les parois, mais personne ne m'entend. Les jours passent comme des ombres, et mon cœur est lourd comme une pierre. Je voudrais juste que quelqu'un comprenne cette douleur silencieuse.",46,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,36-60 words
"C'est comme si j'étais devenue invisible. Je marche dans les rues, je fais mes courses, mais personne ne me voit vraiment. Mon âme crie dans le vide, mais mes lèvres restent scellées. Comment expliquer l'inexplicable?",35,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Les nuits sont les plus difficiles. Je fixe le plafond pendant des heures, prisonnière de mes pensées sombres. Le monde continue de tourner, mais moi, je reste figée dans cet océan de tristesse qui m'engloutit peu à peu.",38,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,36-60 words
"Je me souviens du temps où je pouvais rire sincèrement. Maintenant, chaque sourire est un masque que je porte. À l'intérieur, c'est comme un désert glacé. Je voudrais retrouver ces moments de joie, mais ils semblent si lointains.",38,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,36-60 words
"Les médicaments sont sur ma table de nuit. Je les regarde chaque soir, me demandant s'ils peuvent vraiment guérir ce vide qui me ronge. Cette douleur est plus profonde que les mots ne peuvent l'exprimer.",35,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Dans mes rêves, je cours dans un champ infini, hurlant toute ma peine. Au réveil, je reste muette, enfermée dans cette cage invisible. Personne ne peut voir le tsunami qui gronde en moi.",33,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Je me sens comme une maison abandonnée. Les fenêtres sont là, mais la lumière ne pénètre plus. Les murs tiennent encore, mais l'intérieur est vide. Je voudrais que quelqu'un vienne rallumer les lampes.",33,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Chaque matin est une bataille. Se lever, s'habiller, faire semblant que tout va bien. Mais au fond, je suis comme une actrice dans une pièce que je n'ai pas choisie. La fatigue est écrasante.",34,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Le miroir me renvoie l'image d'une étrangère. Où est passée celle que j'étais? Cette femme aux yeux éteints, est-ce vraiment moi? Je cherche des traces de mon ancien sourire.",29,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Les gens disent que ça va passer, qu'il faut être forte. Mais ils ne comprennent pas que c'est comme être enterrée vivante. Chaque respiration est un effort, chaque journée une montagne à gravir.",33,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Je garde un journal pour ne pas oublier qui j'étais. Les pages se remplissent de mots noirs, de pensées troubles. C'est mon seul témoin silencieux, le gardien de mes nuits sans sommeil.",32,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Parfois, je m'assois dans mon jardin, regardant les oiseaux voler librement. Leur liberté me fait mal. Je suis enchaînée à cette tristesse qui ne me quitte plus, prisonnière de mon propre esprit.",32,French,Emotional Resilience,middle-aged (46-60),primary education,neutral,diary entry,Unhealthy,between 36 and 60 words,16-35 words
"Vous savez, à mon âge, j'ai l'impression d'être dans un tunnel sans fin. Les jours passent et je me sens de plus en plus vide. Mes petits-enfants viennent me voir, mais je ne ressens rien. C'est comme si mon cœur était gelé. Même les médicaments n'aident plus.",47,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,36-60 words
"J'suis tellement fatiguée de faire semblant que tout va bien. Les gens disent 'profite de ta retraite', mais ils comprennent pas que chaque matin est une bataille. J'me réveille avec cette boule au ventre qui veut pas partir.",38,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,36-60 words
"Des fois, j'me dis que j'ai plus rien à donner à ce monde. Mes amis partent les uns après les autres, et moi, j'reste là, comme une vieille coquille vide. C'est dur de continuer quand t'as l'impression d'être un fardeau.",40,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,36-60 words
