text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,cleaned_text,hashtags,tokens,char_count,punct_count,question_count,exclamation_count,ellipsis_count,text_nostop,emoji_count,emoticon_count
La conscience de ma dépendance croissante envers autrui devient insupportable. Chaque jour qui passe renforce ma conviction que mon départ soulagerait considérablement mes proches de ce fardeau.,27,French,Social Impact,elderly (60+),primary education,highly formal academic,social media post,Unhealthy,27,16-35 words,la conscience de ma dépendance croissante envers autrui devient insupportable chaque jour qui passe renforce ma conviction que mon départ soulagerait considérablement mes proches de ce fardeau,[],"['conscience', 'dépendance', 'croissant', 'envers', 'autrui', 'devient', 'insupportable', 'jour', 'passer', 'renforcer', 'conviction', 'départ', 'soulager', 'considérablement', 'proche', 'fardeau']",192,0,0,0,0,conscience dépendance croissant envers autrui devient insupportable jour passer renforcer conviction départ soulager considérablement proche fardeau,0,0
L'obsolescence de mes compétences et mon incapacité à m'adapter aux nouvelles technologies créent un fossé insurmontable. Je me sens comme un vestige d'une époque révolue.,25,French,Social Impact,elderly (60+),primary education,highly formal academic,social media post,Unhealthy,25,16-35 words,l'obsolescence de mes compétences et mon incapacité à m'adapter aux nouvelles technologies créent un fossé insurmontable je me sens comme un vestige d'une époque révolue,[],"['obsolescence', 'compétence', 'incapacité', 'adapter', 'nouveau', 'technologie', 'créer', 'fossé', 'insurmontable', 'sentir', 'vestige', 'époque', 'révolu']",169,0,0,0,0,obsolescence compétence incapacité adapter nouveau technologie créer fossé insurmontable sentir vestige époque révolu,0,0
Les limitations physiques qui accompagnent mon âge avancé restreignent considérablement ma participation sociale. Cette situation engendre un profond sentiment d'exclusion et d'inutilité collective.,23,French,Social Impact,elderly (60+),primary education,highly formal academic,social media post,Unhealthy,23,16-35 words,les limitations physiques qui accompagnent mon âge avancé restreignent considérablement ma participation sociale cette situation engendre un profond sentiment d'exclusion et d'inutilité collective,[],"['limitation', 'physique', 'accompagner', 'âge', 'avancer', 'restreignent', 'considérablement', 'participation', 'social', 'situation', 'engendrer', 'profond', 'sentiment', 'exclusion', 'inutilité', 'collectif']",196,0,0,0,0,limitation physique accompagner âge avancer restreignent considérablement participation social situation engendrer profond sentiment exclusion inutilité collectif,0,0
Ma présence ne suscite que des complications pour mon entourage. Les ressources consacrées à mon bien-être pourraient être utilisées plus judicieusement pour le développement des générations futures.,27,French,Social Impact,elderly (60+),primary education,highly formal academic,social media post,Unhealthy,27,16-35 words,ma présence ne suscite que des complications pour mon entourage les ressources consacrées à mon bien-être pourraient être utilisées plus judicieusement pour le développement des générations futures,[],"['présence', 'ne', 'susciter', 'complication', 'entourage', 'ressource', 'consacrer', 'pouvoir', 'utiliser', 'plus', 'judicieusement', 'développement', 'génération', 'futur']",197,0,0,0,0,présence ne susciter complication entourage ressource consacrer pouvoir utiliser plus judicieusement développement génération futur,0,0
L'impossibilité de contribuer significativement à la société moderne génère une profonde détresse existentielle. Mon existence semble dépourvue de toute finalité constructive dans ce monde contemporain.,25,French,Social Impact,elderly (60+),primary education,highly formal academic,social media post,Unhealthy,25,16-35 words,l'impossibilité de contribuer significativement à la société moderne génère une profonde détresse existentielle mon existence semble dépourvue de toute finalité constructive dans ce monde contemporain,[],"['impossibilité', 'contribuer', 'significativement', 'société', 'moderne', 'générer', 'profonde', 'détresse', 'existentiel', 'existence', 'sembl', 'dépourvoir', 'finalité', 'constructif', 'monde', 'contemporain']",200,0,0,0,0,impossibilité contribuer significativement société moderne générer profonde détresse existentiel existence sembl dépourvoir finalité constructif monde contemporain,0,0
"Dans mes études, je ne peux plus me concentrer. Mes notes chutent inexorablement, et je sens que je déçois mes parents. Cette pression académique devient insupportable. Parfois, je me demande si leur vie ne serait pas plus simple sans mes échecs constants.",42,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,42,36-60 words,dans mes études je ne peux plus me concentrer mes notes chutent inexorablement et je sens que je déçois mes parents cette pression académique devient insupportable parfois je me demande si leur vie ne serait pas plus simple sans mes échecs constants,[],"['étude', 'ne', 'pouvoir', 'plus', 'concentrer', 'note', 'chuter', 'inexorablement', 'sentir', 'décevoir', 'parent', 'pression', 'académique', 'devient', 'insupportable', 'parfois', 'demande', 'vie', 'ne', 'pas', 'plus', 'simple', 'échec', 'constant']",249,0,0,0,0,étude ne pouvoir plus concentrer note chuter inexorablement sentir décevoir parent pression académique devient insupportable parfois demande vie ne pas plus simple échec constant,0,0
"La socialisation au lycée est devenue un véritable supplice. Chaque interaction semble forcée, artificielle. Je me sens comme un imposteur, jouant un rôle que je ne comprends même plus. Mes camarades seraient probablement plus heureux sans ma présence négative.",39,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,39,36-60 words,la socialisation au lycée est devenue un véritable supplice chaque interaction semble forcée artificielle je me sens comme un imposteur jouant un rôle que je ne comprends même plus mes camarades seraient probablement plus heureux sans ma présence négative,[],"['socialisation', 'lycée', 'devenir', 'véritable', 'supplice', 'interaction', 'sembler', 'forcer', 'artificielle', 'sentir', 'imposteur', 'jouer', 'rôle', 'ne', 'comprendre', 'plus', 'camarade', 'probablement', 'plus', 'heureux', 'présence', 'négatif']",255,0,0,0,0,socialisation lycée devenir véritable supplice interaction sembler forcer artificielle sentir imposteur jouer rôle ne comprendre plus camarade probablement plus heureux présence négatif,0,0
"Les attentes de mes professeurs pèsent comme une montagne sur mes épaules. Je ne peux plus supporter leurs regards déçus. Ma présence en classe semble inutile, comme si j'occupais une place qui pourrait être mieux utilisée par quelqu'un d'autre.",39,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,39,36-60 words,les attentes de mes professeurs pèsent comme une montagne sur mes épaules je ne peux plus supporter leurs regards déçus ma présence en classe semble inutile comme si j'occupais une place qui pourrait être mieux utilisée par quelqu'un d'autre,[],"['attente', 'professeur', 'pèsent', 'montagne', 'épaule', 'ne', 'pouvoir', 'plus', 'supporter', 'regard', 'décevoir', 'présence', 'classe', 'sembler', 'inutile', 'occuper', 'place', 'pouvoir', 'mieux', 'utiliser']",241,0,0,0,0,attente professeur pèsent montagne épaule ne pouvoir plus supporter regard décevoir présence classe sembler inutile occuper place pouvoir mieux utiliser,0,0
"Je rédige des dissertations sur l'avenir, mais je ne peux même pas imaginer le mien. L'analyse littéraire parle de vie et d'espoir, tandis que je me sens comme un poids mort dans cette institution académique.",35,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,35,16-35 words,je rédige des dissertations sur l'avenir mais je ne peux même pas imaginer le mien l'analyse littéraire parle de vie et d'espoir tandis que je me sens comme un poids mort dans cette institution académique,[],"['rédiger', 'dissertation', 'avenir', 'ne', 'pouvoir', 'pas', 'imaginer', 'mien', 'analyse', 'littéraire', 'parle', 'vie', 'espoir', 'tandis', 'sentir', 'poids', 'mort', 'institution', 'académique']",204,0,0,0,0,rédiger dissertation avenir ne pouvoir pas imaginer mien analyse littéraire parle vie espoir tandis sentir poids mort institution académique,0,0
"Mes parents investissent tant d'argent dans mon éducation, et je ne fais que les décevoir. Chaque centime dépensé pour moi semble gaspillé. Je calcule souvent combien ils économiseraient si je n'étais plus là.",33,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,33,16-35 words,mes parents investissent tant d'argent dans mon éducation et je ne fais que les décevoir chaque centime dépensé pour moi semble gaspillé je calcule souvent combien ils économiseraient si je n'étais plus là,[],"['parent', 'investir', 'tant', 'argent', 'éducation', 'ne', 'faire', 'décevoir', 'centime', 'dépenser', 'sembler', 'gaspiller', 'calculer', 'souvent', 'combien', 'économiser', 'plus', 'là']",205,0,0,0,0,parent investir tant argent éducation ne faire décevoir centime dépenser sembler gaspiller calculer souvent combien économiser plus là,0,0
"La bibliothèque était autrefois mon refuge, maintenant c'est juste un autre endroit où je me sens invisible. Les livres parlent de héros et d'aventures, pendant que je me sens comme un personnage superflu dans ma propre histoire.",37,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,37,36-60 words,la bibliothèque était autrefois mon refuge maintenant c'est juste un autre endroit où je me sens invisible les livres parlent de héros et d'aventures pendant que je me sens comme un personnage superflu dans ma propre histoire,[],"['bibliothèque', 'autrefoi', 'refuge', 'maintenant', 'juste', 'endroit', 'où', 'sentir', 'invisible', 'livre', 'parler', 'héros', 'aventure', 'sentir', 'personnage', 'superflu', 'propre', 'histoire']",225,0,0,0,0,bibliothèque autrefoi refuge maintenant juste endroit où sentir invisible livre parler héros aventure sentir personnage superflu propre histoire,0,0
Les discussions en classe sur l'avenir professionnel me paralysent. Quel employeur voudrait d'une personne aussi inutile ? Je ne fais que prendre de l'espace et des ressources qui pourraient servir à quelqu'un de plus méritant.,34,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,35,16-35 words,les discussions en classe sur l'avenir professionnel me paralysent quel employeur voudrait d'une personne aussi inutile ? je ne fais que prendre de l'espace et des ressources qui pourraient servir à quelqu'un de plus méritant,[],"['discussion', 'classe', 'avenir', 'professionnel', 'paralyser', 'quel', 'employeur', 'vouloir', 'personne', 'aussi', 'inutile', 'ne', 'faire', 'prendre', 'espace', 'ressource', 'pouvoir', 'servir', 'plus', 'méritant']",225,1,1,0,0,discussion classe avenir professionnel paralyser quel employeur vouloir personne aussi inutile ne faire prendre espace ressource pouvoir servir plus méritant,0,0
"Dans les couloirs du lycée, je suis comme un fantôme. Les autres élèves planifient leur futur, tandis que je me demande si je mérite même d'en avoir un. Ma présence semble diminuer l'énergie collective.",34,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,34,16-35 words,dans les couloirs du lycée je suis comme un fantôme les autres élèves planifient leur futur tandis que je me demande si je mérite même d'en avoir un ma présence semble diminuer l'énergie collective,[],"['couloir', 'lycée', 'fantôme', 'élève', 'planifier', 'futur', 'tandis', 'demande', 'mérite', 'présence', 'sembler', 'diminuer', 'énergie', 'collectif']",197,0,0,0,0,couloir lycée fantôme élève planifier futur tandis demande mérite présence sembler diminuer énergie collectif,0,0
Les activités parascolaires sont devenues une torture. Je ne fais que ralentir les groupes auxquels je participe. Chaque projet collectif serait plus efficace sans ma contribution médiocre.,27,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,27,16-35 words,les activités parascolaires sont devenues une torture je ne fais que ralentir les groupes auxquels je participe chaque projet collectif serait plus efficace sans ma contribution médiocre,[],"['activité', 'parascolaire', 'devenir', 'torture', 'ne', 'faire', 'ralentir', 'groupe', 'auxquels', 'participe', 'projet', 'collectif', 'plus', 'efficace', 'contribution', 'médiocre']",186,0,0,0,0,activité parascolaire devenir torture ne faire ralentir groupe auxquels participe projet collectif plus efficace contribution médiocre,0,0
"Les réunions parents-professeurs approchent, et je ne peux supporter l'idée d'être encore une source de déception. Ma médiocrité académique ne fait que stresser tout le monde autour de moi.",29,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,29,16-35 words,les réunions parents-professeurs approchent et je ne peux supporter l'idée d'être encore une source de déception ma médiocrité académique ne fait que stresser tout le monde autour de moi,[],"['réunion', 'parent', 'professeur', 'approchent', 'ne', 'pouvoir', 'supporter', 'idée', 'encore', 'source', 'déception', 'médiocrité', 'académique', 'ne', 'faire', 'stresser', 'monde', 'autour']",186,0,0,0,0,réunion parent professeur approchent ne pouvoir supporter idée encore source déception médiocrité académique ne faire stresser monde autour,0,0
"Le système éducatif investit des ressources en moi, mais je ne produis aucun résultat positif. Je suis comme un investissement déficitaire, consommant sans rien apporter en retour à la société.",30,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,30,16-35 words,le système éducatif investit des ressources en moi mais je ne produis aucun résultat positif je suis comme un investissement déficitaire consommant sans rien apporter en retour à la société,[],"['système', 'éducatif', 'investit', 'ressource', 'ne', 'produire', 'aucun', 'résultat', 'positif', 'investissement', 'déficitaire', 'consommer', 'rien', 'apporter', 'retour', 'société']",189,0,0,0,0,système éducatif investit ressource ne produire aucun résultat positif investissement déficitaire consommer rien apporter retour société,0,0
"Les conseils de classe discutent de mon potentiel inexploité, mais je sais que je ne suis qu'un fardeau pour l'institution. Ma présence complique le travail des enseignants sans aucun bénéfice pour personne.",32,French,Social Impact,teenager (13-19),high school,highly formal academic,anonymous blog post,Unhealthy,32,16-35 words,les conseils de classe discutent de mon potentiel inexploité mais je sais que je ne suis qu'un fardeau pour l'institution ma présence complique le travail des enseignants sans aucun bénéfice pour personne,[],"['conseil', 'classe', 'discuter', 'potentiel', 'inexploité', 'savoir', 'ne', 'fardeau', 'institution', 'présence', 'compliqu', 'travail', 'enseignant', 'aucun', 'bénéfice', 'personne']",204,0,0,0,0,conseil classe discuter potentiel inexploité savoir ne fardeau institution présence compliqu travail enseignant aucun bénéfice personne,0,0
"Chère maman, je sais que tu t'inquiètes pour moi. Ces derniers temps, j'ai l'impression d'être un poids pour tout le monde. Malgré mon doctorat, je me sens inutile. C'est comme si j'étais coincée dans une pièce sombre, regardant tout le monde vivre leur vie à travers une vitre. Je vois vos sourires, mais je ne peux pas les ressentir. Parfois, je me demande si vous seriez plus heureux sans moi.",70,French,Social Impact,teenager (13-19),postgraduate,casual,email to family member,Unhealthy,70,61-90 words,chère maman je sais que tu t'inquiètes pour moi ces derniers temps j'ai l'impression d'être un poids pour tout le monde malgré mon doctorat je me sens inutile c'est comme si j'étais coincée dans une pièce sombre regardant tout le monde vivre leur vie à travers une vitre je vois vos sourires mais je ne peux pas les ressentir parfois je me demande si vous seriez plus heureux sans moi,[],"['cher', 'maman', 'savoir', 'inquiète', 'dernier', 'temps', 'impression', 'poids', 'monde', 'doctorat', 'sentir', 'inutile', 'coincer', 'pièce', 'sombre', 'regarder', 'monde', 'vivre', 'vie', 'travers', 'vitre', 'voir', 'sourire', 'ne', 'pouvoir', 'pas', 'ressentir', 'parfois', 'demande', 'plus', 'heureux']",384,0,0,0,0,cher maman savoir inquiète dernier temps impression poids monde doctorat sentir inutile coincer pièce sombre regarder monde vivre vie travers vitre voir sourire ne pouvoir pas ressentir parfois demande plus heureux,0,0
"Tante Sophie, je voulais te dire que même avec tous mes accomplissements académiques, je me sens comme une fraude. C'est épuisant de prétendre que tout va bien. Chaque matin, je lutte pour sortir du lit, me demandant pourquoi je continue. Les gens voient une jeune diplômée brillante, mais à l'intérieur, je suis comme une coquille vide qui ne fait que prendre de l'espace.",63,French,Social Impact,teenager (13-19),postgraduate,casual,email to family member,Unhealthy,63,61-90 words,tante sophie je voulais te dire que même avec tous mes accomplissements académiques je me sens comme une fraude c'est épuisant de prétendre que tout va bien chaque matin je lutte pour sortir du lit me demandant pourquoi je continue les gens voient une jeune diplômée brillante mais à l'intérieur je suis comme une coquille vide qui ne fait que prendre de l'espace,[],"['tant', 'sophie', 'vouloir', 'dire', 'accomplissement', 'académique', 'sentir', 'fraude', 'épuiser', 'prétendre', 'aller', 'matin', 'lutte', 'sortir', 'lit', 'demander', 'pourquoi', 'continuer', 'gens', 'voir', 'jeune', 'diplômé', 'brillant', 'intérieur', 'coquill', 'vide', 'ne', 'faire', 'prendre', 'espace']",363,0,0,0,0,tant sophie vouloir dire accomplissement académique sentir fraude épuiser prétendre aller matin lutte sortir lit demander pourquoi continuer gens voir jeune diplômé brillant intérieur coquill vide ne faire prendre espace,0,0
"Papa, je sais que tu es fier de mes études, mais je me sens comme un fantôme dans ma propre vie. Les autres étudiants semblent si vivants, si connectés, alors que je flotte juste, invisible. J'ai l'impression d'être un fardeau pour notre famille, consommant des ressources sans rien apporter en retour. Parfois, je pense que vous méritez une meilleure fille.",60,French,Social Impact,teenager (13-19),postgraduate,casual,email to family member,Unhealthy,60,36-60 words,papa je sais que tu es fier de mes études mais je me sens comme un fantôme dans ma propre vie les autres étudiants semblent si vivants si connectés alors que je flotte juste invisible j'ai l'impression d'être un fardeau pour notre famille consommant des ressources sans rien apporter en retour parfois je pense que vous méritez une meilleure fille,[],"['papa', 'savoir', 'fier', 'étude', 'sentir', 'fantôme', 'propre', 'vie', 'étudiant', 'sembler', 'vivant', 'connecté', 'alors', 'flotte', 'juste', 'invisible', 'impression', 'fardeau', 'famille', 'consommer', 'ressource', 'rien', 'apporter', 'retour', 'parfois', 'penser', 'mériter', 'meilleur', 'fille']",347,0,0,0,0,papa savoir fier étude sentir fantôme propre vie étudiant sembler vivant connecté alors flotte juste invisible impression fardeau famille consommer ressource rien apporter retour parfois penser mériter meilleur fille,0,0
"Grand-mère, je t'écris parce que tu comprends toujours. Malgré mes réussites académiques, je me sens piégée dans un océan de désespoir. C'est comme si je me noyais lentement, et que personne ne pouvait me voir couler. Les gens félicitent mes succès, mais ils ne voient pas que chaque jour est une lutte pour simplement exister.",55,French,Social Impact,teenager (13-19),postgraduate,casual,email to family member,Unhealthy,55,36-60 words,grand-mère je t'écris parce que tu comprends toujours malgré mes réussites académiques je me sens piégée dans un océan de désespoir c'est comme si je me noyais lentement et que personne ne pouvait me voir couler les gens félicitent mes succès mais ils ne voient pas que chaque jour est une lutte pour simplement exister,[],"['écrire', 'parce', 'comprend', 'toujours', 'réussite', 'académique', 'sentir', 'piéger', 'océan', 'désespoir', 'noyer', 'lentement', 'personne', 'ne', 'pouvoir', 'voir', 'couler', 'gens', 'féliciter', 'succès', 'ne', 'voir', 'pas', 'jour', 'lutte', 'simplement', 'exister']",319,0,0,0,0,écrire parce comprend toujours réussite académique sentir piéger océan désespoir noyer lentement personne ne pouvoir voir couler gens féliciter succès ne voir pas jour lutte simplement exister,0,0
"Oncle Jean, je sais que tu es psychiatre, alors peut-être que tu comprendras. J'ai l'impression d'être une erreur dans l'univers. Même avec mon diplôme et mes accomplissements, je me sens comme un parasite qui draine l'énergie de ceux qui m'entourent. Chaque sourire que je force est comme un mensonge qui me consume de l'intérieur.",54,French,Social Impact,teenager (13-19),postgraduate,casual,email to family member,Unhealthy,54,36-60 words,oncle jean je sais que tu es psychiatre alors peut-être que tu comprendras j'ai l'impression d'être une erreur dans l'univers même avec mon diplôme et mes accomplissements je me sens comme un parasite qui draine l'énergie de ceux qui m'entourent chaque sourire que je force est comme un mensonge qui me consume de l'intérieur,[],"['oncle', 'jean', 'savoir', 'taire', 'psychiatre', 'alors', 'taire', 'comprendra', 'impression', 'erreur', 'univers', 'diplôme', 'accomplissement', 'sentir', 'parasite', 'draine', 'énergi', 'entourer', 'sourire', 'forcer', 'mensonge', 'consume', 'intérieur']",325,0,0,0,0,oncle jean savoir taire psychiatre alors taire comprendra impression erreur univers diplôme accomplissement sentir parasite draine énergi entourer sourire forcer mensonge consume intérieur,0,0
"Ma chère sœur, je sais que tu remarques mes absences aux repas familiaux. La vérité est que je ne supporte plus de voir la déception dans leurs yeux. Malgré mes études supérieures, je me sens comme un échec total. C'est comme si j'étais prisonnière d'une cage invisible, regardant la vie passer sans pouvoir y participer.",55,French,Social Impact,teenager (13-19),postgraduate,casual,email to family member,Unhealthy,55,36-60 words,ma chère sœur je sais que tu remarques mes absences aux repas familiaux la vérité est que je ne supporte plus de voir la déception dans leurs yeux malgré mes études supérieures je me sens comme un échec total c'est comme si j'étais prisonnière d'une cage invisible regardant la vie passer sans pouvoir y participer,[],"['chère', 'sœur', 'savoir', 'remarque', 'absence', 'repas', 'familial', 'vérité', 'ne', 'supporter', 'plus', 'voir', 'déception', 'oeil', 'étude', 'supérieur', 'sentir', 'échec', 'total', 'étai', 'prisonnier', 'cage', 'invisible', 'regarder', 'vie', 'passer', 'pouvoir', 'y', 'participer']",314,0,0,0,0,chère sœur savoir remarque absence repas familial vérité ne supporter plus voir déception oeil étude supérieur sentir échec total étai prisonnier cage invisible regarder vie passer pouvoir y participer,0,0
"Aujourd'hui, je regarde mes petits-enfants jouer dans le jardin, mais je me sens si détaché. Ma présence leur apporte-t-elle vraiment quelque chose ? Je ne fais que prendre de l'espace, consommer leurs ressources. Ma fille doit constamment s'inquiéter pour moi. Je me souviens quand j'étais utile, quand je contribuais à la société. Maintenant, je ne suis qu'un fardeau. Peut-être qu'ils seraient plus heureux sans devoir s'occuper d'un vieil homme comme moi.",70,French,Social Impact,elderly (60+),high school,neutral,diary entry,Unhealthy,71,61-90 words,aujourd'hui je regarde mes petits-enfants jouer dans le jardin mais je me sens si détaché ma présence leur apporte-t-elle vraiment quelque chose ? je ne fais que prendre de l'espace consommer leurs ressources ma fille doit constamment s'inquiéter pour moi je me souviens quand j'étais utile quand je contribuais à la société maintenant je ne suis qu'un fardeau peut-être qu'ils seraient plus heureux sans devoir s'occuper d'un vieil homme comme moi,[],"['regarder', 'jouer', 'jardin', 'sentir', 'détacher', 'présence', 'apporte', 'vraiment', 'quelque', 'chose', 'ne', 'faire', 'prendre', 'espace', 'consommer', 'ressource', 'fille', 'devoir', 'constamment', 'inquiéter', 'souvenir', 'utile', 'contribuer', 'société', 'maintenant', 'ne', 'fardeau', 'plus', 'heureux', 'devoir', 'occuper', 'vieux', 'homm']",448,1,1,0,0,regarder jouer jardin sentir détacher présence apporte vraiment quelque chose ne faire prendre espace consommer ressource fille devoir constamment inquiéter souvenir utile contribuer société maintenant ne fardeau plus heureux devoir occuper vieux homm,0,0
"Le médecin dit que c'est de la dépression, mais comment peut-il comprendre ? À mon âge, ce n'est pas une maladie, c'est la réalité. Mes amis sont partis un par un. Je ne reconnais plus le monde autour de moi. Les gens sont toujours pressés, personne n'a le temps de s'asseoir et parler. Je me sens comme un fantôme, invisible aux yeux des autres, errant dans un monde qui n'est plus le mien.",72,French,Social Impact,elderly (60+),high school,neutral,diary entry,Unhealthy,73,61-90 words,le médecin dit que c'est de la dépression mais comment peut-il comprendre ? à mon âge ce n'est pas une maladie c'est la réalité mes amis sont partis un par un je ne reconnais plus le monde autour de moi les gens sont toujours pressés personne n'a le temps de s'asseoir et parler je me sens comme un fantôme invisible aux yeux des autres errant dans un monde qui n'est plus le mien,[],"['médecin', 'dire', 'dépression', 'comment', 'pouvoir', 'comprendre', 'âge', 'pas', 'maladie', 'réalité', 'ami', 'parti', 'ne', 'reconnaître', 'plus', 'monde', 'autour', 'gens', 'toujours', 'presser', 'personn', 'temps', 'asseoir', 'parler', 'sentir', 'fantôme', 'invisible', 'oeil', 'errer', 'monde', 'plus', 'mien']",380,1,1,0,0,médecin dire dépression comment pouvoir comprendre âge pas maladie réalité ami parti ne reconnaître plus monde autour gens toujours presser personn temps asseoir parler sentir fantôme invisible oeil errer monde plus mien,0,0
"Ma pension suffit à peine à payer les factures. Je dois demander de l'aide à mes enfants, quelle honte. J'ai travaillé toute ma vie pour être indépendant, et maintenant je suis un boulet à leur cheville. Chaque fois qu'ils viennent me voir, je vois la pitié dans leurs yeux. Ce n'est pas une vie digne. Je ne veux pas finir comme ça, dépendant des autres, inutile.",66,French,Social Impact,elderly (60+),high school,neutral,diary entry,Unhealthy,66,61-90 words,ma pension suffit à peine à payer les factures je dois demander de l'aide à mes enfants quelle honte j'ai travaillé toute ma vie pour être indépendant et maintenant je suis un boulet à leur cheville chaque fois qu'ils viennent me voir je vois la pitié dans leurs yeux ce n'est pas une vie digne je ne veux pas finir comme ça dépendant des autres inutile,[],"['pension', 'suffire', 'peine', 'payer', 'facture', 'devoir', 'demander', 'aide', 'enfant', 'quell', 'honte', 'travailler', 'vie', 'indépender', 'maintenant', 'boulet', 'chevill', 'fois', 'venir', 'voir', 'voir', 'pitié', 'oeil', 'pas', 'vie', 'digne', 'ne', 'vouloir', 'pas', 'finir', 'dépendre', 'inutile']",353,0,0,0,0,pension suffire peine payer facture devoir demander aide enfant quell honte travailler vie indépender maintenant boulet chevill fois venir voir voir pitié oeil pas vie digne ne vouloir pas finir dépendre inutile,0,0
"Les nuits sont les plus difficiles. Je reste éveillé, pensant à tous mes échecs, à tout ce que j'aurais pu faire différemment. Ma femme me manque tellement. Sans elle, la maison est vide, froide. Les médicaments ne font rien contre cette solitude qui me ronge. Parfois, je me demande si ça vaut la peine de continuer. Personne ne remarquerait vraiment mon absence.",62,French,Social Impact,elderly (60+),high school,neutral,diary entry,Unhealthy,62,61-90 words,les nuits sont les plus difficiles je reste éveillé pensant à tous mes échecs à tout ce que j'aurais pu faire différemment ma femme me manque tellement sans elle la maison est vide froide les médicaments ne font rien contre cette solitude qui me ronge parfois je me demande si ça vaut la peine de continuer personne ne remarquerait vraiment mon absence,[],"['nuit', 'plus', 'difficile', 'reste', 'éveillé', 'penser', 'échec', 'pouvoir', 'faire', 'différemment', 'femme', 'manqu', 'tellement', 'lui', 'maison', 'vide', 'froid', 'médicament', 'ne', 'faire', 'rien', 'contre', 'solitude', 'ronger', 'parfois', 'demande', 'valoir', 'peine', 'continuer', 'personn', 'ne', 'remarquer', 'vraiment', 'absence']",352,0,0,0,0,nuit plus difficile reste éveillé penser échec pouvoir faire différemment femme manqu tellement lui maison vide froid médicament ne faire rien contre solitude ronger parfois demande valoir peine continuer personn ne remarquer vraiment absence,0,0
"Je vois mes voisins partir en voyage, profiter de leur retraite. Moi, je reste enfermé ici, avec mes douleurs et mes regrets. La société n'a plus besoin des vieux comme moi. Nous sommes devenus invisibles, des statistiques dans un système qui attend juste que nous disparaissions. Je me sens comme un meuble ancien qu'on garde par obligation.",57,French,Social Impact,elderly (60+),high school,neutral,diary entry,Unhealthy,57,36-60 words,je vois mes voisins partir en voyage profiter de leur retraite moi je reste enfermé ici avec mes douleurs et mes regrets la société n'a plus besoin des vieux comme moi nous sommes devenus invisibles des statistiques dans un système qui attend juste que nous disparaissions je me sens comme un meuble ancien qu'on garde par obligation,[],"['voir', 'voisin', 'partir', 'voyage', 'profiter', 'retraite', 'reste', 'enfermer', 'ici', 'douleur', 'regret', 'société', 'plus', 'besoin', 'vieux', 'devenir', 'invisible', 'statistique', 'système', 'attendre', 'juste', 'disparaître', 'sentir', 'meuble', 'ancien', 'garde', 'obligation']",333,0,0,0,0,voir voisin partir voyage profiter retraite reste enfermer ici douleur regret société plus besoin vieux devenir invisible statistique système attendre juste disparaître sentir meuble ancien garde obligation,0,0
"Quand je me regarde dans le miroir, je ne me reconnais plus. Où est passé l'homme fort que j'étais ? Maintenant, je tremble en marchant, j'oublie des choses, je deviens une charge pour ma famille. Ils disent qu'ils m'aiment, mais je vois bien que je complique leur vie. Peut-être que le plus beau cadeau que je puisse leur faire serait de partir en silence.",63,French,Social Impact,elderly (60+),high school,neutral,diary entry,Unhealthy,64,61-90 words,quand je me regarde dans le miroir je ne me reconnais plus où est passé l'homme fort que j'étais ? maintenant je tremble en marchant j'oublie des choses je deviens une charge pour ma famille ils disent qu'ils m'aiment mais je vois bien que je complique leur vie peut-être que le plus beau cadeau que je puisse leur faire serait de partir en silence,[],"['regarder', 'miroir', 'ne', 'reconnaître', 'plus', 'où', 'passer', 'homm', 'fort', 'maintenant', 'tremble', 'marchant', 'oublier', 'chose', 'devenir', 'charge', 'famille', 'dire', 'aimer', 'voir', 'compliquer', 'vie', 'plus', 'beau', 'cadeau', 'pouvoir', 'faire', 'partir', 'silence']",348,1,1,0,0,regarder miroir ne reconnaître plus où passer homm fort maintenant tremble marchant oublier chose devenir charge famille dire aimer voir compliquer vie plus beau cadeau pouvoir faire partir silence,0,0
